,Webpage,Message,Author,Likes,Dislikes,NumReports,Polarity,Subjectivity,Positive,Negative,Neutral,Compound
849,Batman-2016/Issue-20,Better than the fight in Dark Knight Rises.,disqus_KDasItQQK9,5,0,0,0.175,0.45,0.252,0.226,0.522,0.077
850,Batman-2016/Issue-20,waaaaaaaaaaaaay better,disqus_FxDlSW97h2,3,0,0,0.5,0.5,0.744,0.0,0.256,0.44
851,Batman-2016/Issue-20,Holy shit Bane is gigantic.How does he buy clothes? His fists are bigger than Batman's torso.Also Batman v The Shadow?!!! Somebody hold my beer.,disqus_5RVUNZpwlD,5,0,0,-0.1,0.65,0.0,0.18,0.82,-0.704
852,Batman-2016/Issue-20,He basically owns Santa Prisca. He probably has them custom made.,gregellner,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
853,Batman-2016/Issue-20,In some panels he's drawn that way and in others he's drawn more normally human-sized big...,disqus_rtgXlikKh3,0,0,0,0.217,0.417,0.0,0.0,1.0,0.0
854,Batman-2016/Issue-20,"I'm calling BS. Tom King is a headass, are you fucking kidding me? After all those hits Bane had on Batman, nearly crushed his skull in for a moment. broke one of his ribs and hit him multiple times. Are you fucking kidding me that after ALL of that, he was knocked out with ONE head-butt. Are you FUCKING kidding me? Someone needs to be fired. At least Snyder's victories were realistic. King literally shoved ""I'M BATMAN"" down our throats this time.",disqus_gqIzZOIJGD,8,1,0,-0.274,0.44,0.057,0.108,0.835,-0.757
855,Batman-2016/Issue-20,Damn this title is awesome. Can't wait for The Button.,disqus_knupbSIsAy,3,0,0,1.0,1.0,0.277,0.182,0.541,0.34
856,Batman-2016/Issue-20,meh. Issues lacks the upshot. Like it was cut in the middle,dmitrygarkavenko,3,0,0,0.0,0.0,0.168,0.228,0.604,0.026
857,Batman-2016/Issue-20,several issues feel like that.,disqus_FCx5Qi827r,0,0,0,0.0,0.0,0.385,0.0,0.615,0.361
858,Batman-2016/Issue-20,"They may, but this one is final",dmitrygarkavenko,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0
859,Batman-2016/Issue-20,"Well that's over I have to say good job on the fight it was brutal ad savage, everything Bane is though Batman knocking Bane down like that with one blow left much to be desired. I think the story could have been drwn out a little longer just to develop things a little Mr. King.",theheroesofhope,3,0,0,-0.072,0.441,0.152,0.153,0.695,-0.273
860,Batman-2016/Issue-20,"To be fair, Bane fought all of Arkham Asylum before this fight, he was exhausted. Which was a cool parallel to the original way Bane beat Batman.",dogf_ish,1,0,0,0.205,0.6,0.199,0.225,0.576,-0.226
861,Batman-2016/Issue-20,Really Bane was like a machine against the inmates of Arkham barely stopped him. I can't even see how he would even be tired at all.,theheroesofhope,0,0,0,-0.05,0.333,0.098,0.159,0.743,-0.189
862,Batman-2016/Issue-20,I know it's supposed to be epic and all but really??a headbutt??A headbutt ended something they were building up for the last 3 or 4 issues?,disqus_j95JC5O4QQ,2,0,0,0.05,0.233,0.0,0.0,1.0,0.0
863,Batman-2016/Issue-20,"wow... I'm actually overall disappointed with this. ""The girl needed help. So I helped her. That's all it is. That's all it's ever been.""Would have had so much more relevance had Gotham Girl had been involved in the climax. They saved Batman,He saved Gotham Girl,Now she helps him. since they were talking about it anyway...Batman 1-shot Grundy...and Bane. I can't even...",KingStarwave,2,0,0,-0.038,0.562,0.16,0.046,0.794,0.778
864,Batman-2016/Issue-20,"""The girl needed help. So I helped her. That's all it is. That's all it's ever been.""Man, you could write a whole arc based on that line alone. It would be fan-service-y, I'm sure. It would be fluffy. It would be like issue #16 when they all went to Bat-Burger, just simple and focused on family, friendship. And it would be wonderful. A nice cool-down from the high intensity story arcs. Sometimes it's nice to see characters ""get down to their roots"", if you know what I mean. Not always taking on the Biggest Baddies. Just making a difference in the lives of regular Gothamites and each other. Remind everyone why they do what they do.I love tropes and cliches when used strategically.",lirooo,2,0,0,0.213,0.586,0.194,0.015,0.791,0.974
865,Batman-2016/Issue-20,"great monolog, great storytellingawful ending.fucking headbutts knightfall bane and he loses???? holy shit what. it was so promising until this last bit.",nighthunter909,2,0,0,0.217,0.494,0.369,0.105,0.526,0.876
866,Batman-2016/Issue-20,So we know that..Bane is weak on the forehead...,SXIrbIiMj6,2,0,0,-0.375,0.625,0.0,0.266,0.734,-0.44
867,Batman-2016/Issue-20,"The end was a bit anti-climactic. It would've felt more fulfilling if Batman took down Bane with a series of hits. Like a strike with every word of, ""I am Batman.""",disqus_p4F5bOGQ1Z,2,0,0,0.172,0.394,0.083,0.05,0.867,0.25
868,Batman-2016/Issue-20,"Meanwhile in the Fortress of Solitude...I like to imagine the Robins are still in their capsules and Superman is just sitting off to the side, probably at one of those metal chair and table combos you'd see at a French cafe, one leg idly crossed over his knee in a very Kirk-like fashion as he reads the paper and sips a cappuccino.",anicomicqueen,2,0,0,0.1,0.15,0.041,0.0,0.959,0.361
869,Batman-2016/Issue-20,You made my day with that image. Thank you. :D,lirooo,0,0,0,1.0,1.0,0.45,0.0,0.55,0.76
870,Batman-2016/Issue-20,now brainwash bane and make him forget about who bruce wayne is and who his boys are. that bastard can't be trusted with these info.,sfj_b,2,0,0,0.0,0.0,0.0,0.266,0.734,-0.788
871,Batman-2016/Issue-20,The goddamn batman remember it.,galibx23,2,0,0,0.0,0.0,0.0,0.437,0.563,-0.477
872,Batman-2016/Issue-20,Don't let your memes be dreams.I am Batman!,Grand_Magus_XV,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0
873,Batman-2016/Issue-21,The Pages have got nine section. just like the watchmen.,mert_zden,41,0,0,0.0,0.0,0.217,0.0,0.783,0.361
874,Batman-2016/Issue-21,"Yeah, and the coloring.  When he's bunched.  Black and Yellow.  Also look at the blood as Thawne holds him.  See how it falls?  Finally, look at the expressions.  The stubble.  Batman is drawn like Miller's DKR version.  Huskier, with a face full of grizzle.",disqus_NazMw7rKG6,6,0,0,0.046,0.496,0.103,0.0,0.897,0.572
875,Batman-2016/Issue-21,"did you notice when Batman spit on Reverse Flash, his face looked like the Button? the spit landed in the same way the blood on the button looked and RF smiled",kuroookami,3,0,0,0.3,0.163,0.171,0.0,0.829,0.718
876,Batman-2016/Issue-21,Thawne saw Doctor Manhattan and died I was expecting a lot more than that but I am fine with this issue. And I thought the Joker and Bane were the only ones who could break Batman. It must enraged Batman to see the last words from his father destroyed before his very eyes. He'll have more reasons to brood now.,theheroesofhope,27,0,0,0.269,0.478,0.061,0.156,0.783,-0.802
877,Batman-2016/Issue-21,Late again Barry Allen.,disqus_DeAh3xIGPg,27,0,0,-0.3,0.6,0.0,0.0,1.0,0.0
878,Batman-2016/Issue-21,Fastest Man Alive xD,fakegodz,10,0,0,0.1,0.4,0.762,0.0,0.238,0.751
879,Batman-2016/Issue-21,RIP,Grand_Magus_XV,23,0,0,0.0,0.0,0.0,0.0,1.0,0.0
880,Batman-2016/Issue-21,Nah a stick a bandage on him and he'll be fine.,disqus_acVcYgUPf4,20,0,0,0.417,0.5,0.176,0.137,0.686,0.103
881,Batman-2016/Issue-21,A Bat-bandage. One that can protect him even from Darkseid's Omega Beams.,Spurple,16,0,0,0.0,0.0,0.206,0.0,0.794,0.382
882,Batman-2016/Issue-21,hey dio,theeyeofsa,8,0,0,0.0,0.0,0.0,0.0,1.0,0.0
883,Batman-2016/Issue-21,Damn flash... Always late. Now u have to solve this mystery.,Mwokoz,20,0,0,-0.3,0.6,0.144,0.216,0.64,-0.226
884,Batman-2016/Issue-21,hope he does not spend 20 years at likee the one with his mom,axeledongo,6,0,0,0.0,0.0,0.182,0.0,0.818,0.44
885,Batman-2016/Issue-21,DAMN! SON.,IreallyloveLife,0,0,0,0.0,0.0,0.0,0.749,0.251,-0.457
886,Batman-2016/Issue-21,"What Thawne saw he was not suposse to see it thats why the Doc killed him, but he comes back in Flash next story arc.",ericazul,25,1,0,-0.067,0.0,0.0,0.103,0.897,-0.412
887,Batman-2016/Issue-21,One issue and I am already loving this crossover,disqus_2fhnwYPTBq,16,0,0,0.6,0.95,0.358,0.0,0.642,0.599
888,Batman-2016/Issue-21,This issue was so much more enjoyable than any of the I AM BANE stuff to me.,disqus_ch8hhweUVo,2,0,0,0.5,0.55,0.187,0.0,0.813,0.536
889,Batman-2016/Issue-21,Was that Saturn Girl who showed up? If so where is the rest of the Legion of Superheroes?,disqus_yD1plczXgZ,15,0,0,0.0,0.0,0.0,0.0,1.0,0.0
890,Batman-2016/Issue-21,yup that was Saturn Girl,disqus_XRo3NaL4ZB,8,0,0,0.0,0.0,0.0,0.0,1.0,0.0
891,Batman-2016/Issue-21,I think Mr. Oz may have something to do with the Legion.,disqus_wFVWZyJpa3,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
892,Batman-2016/Issue-21,My theory is the Watchmen are observing this new universe.  Each one has 'pieces' on the board.  One of those pieces is the Superman from convergence.  Another is the Legion.  Sneaking these unaffected people into Manhattan's universe to upset his designs.,disqus_NazMw7rKG6,1,0,0,0.043,0.277,0.0,0.061,0.939,-0.382
893,Batman-2016/Issue-21,"MY GOD, ITS BEGINNING JUST LIKE WATCHMEN.Its so fucking good!!!!!THANK YOU DC THIS IS ACTUALLY AMAZING, a DC story with watchmen's darkness and structured, this will be one for the history books.and wth? that women would be prison raped in like 2 seconds, thats a strange choice dc.",neonviolence666,14,0,0,-0.017,0.617,0.2,0.249,0.551,-0.489
894,Batman-2016/Issue-21,"She's Saturn Girl from the Legion of Super HeroesSince she's from the future and no one believes her, they locked her up in Arkham.",disqus_VXpUY4RVLf,7,0,0,0.167,0.396,0.139,0.078,0.783,0.402
895,Batman-2016/Issue-21,"Knight first I agree with you on this issue being amazing, I wish more people were as open, case in point, the Watchmen stans, I'd like for them to see where the story goes first , before hating it in advance, although I kinda understand their worrying the story may not be up to the standard of the classic graphic novel and it's characters.As for Saturn Girl, she's in a psychiatric wing for non-dangerous patients of both sexes as she's clearly not dangerous herself, and these and these type of wings do exist in mental facilities, and the armed security staffers must be mainly to protect these patients and the nurses from the OTHER Akham inmates who are actually dangerous (as well as help in case one of the non-dangerous patiens gets an unlikely panic attack wich does happen).",disqus_rtgXlikKh3,0,0,0,0.065,0.453,0.195,0.073,0.732,0.948
896,Batman-2016/Issue-21,I wish Jason Fabok can draw every issue,blownjohnson,9,0,0,0.0,0.0,0.31,0.0,0.69,0.402
897,Batman-2016/Issue-21,"What is he up to?  I mean, he isn't drawing a monthly.",disqus_NazMw7rKG6,0,0,0,-0.312,0.688,0.0,0.0,1.0,0.0
898,Batman-2016/Issue-21,similar to Finch,geoffreyjoseph,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0
899,Batman-2016/Issue-21,"Think of it like this:It's structured the same way as Watchmen and 1 minute of Bats Vs Thawne, 1 awesome minute.",disqus_Eo7GcKyWQQ,9,0,0,0.5,0.562,0.28,0.0,0.72,0.765
900,Batman-2016/Issue-21,holy shit this was amazing,tevyasmolka,8,0,0,0.2,0.85,0.365,0.346,0.288,0.052
901,Batman-2016/Issue-21,Well Eobard didn't last long...,disqus_aFrOVUqZDJ,8,0,0,-0.025,0.233,0.344,0.0,0.656,0.273
902,Batman-2016/Issue-21,He'll be back for the next Flash story arc,disqus_wh4SqXTR4y,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
903,Batman-2016/Issue-21,"Batman can't catch a break this month, abducted by who knows what in Superman, kidnapped by the league of Shadows in Detective, and having the living crap kicked out of him by Prof. Zoom here...",disqus_rtgXlikKh3,7,0,0,-0.8,0.8,0.0,0.156,0.844,-0.71
904,Batman-2016/Issue-21,Payback for years and years of being a Gary Stu =p,naosou,4,2,0,0.0,0.0,0.204,0.0,0.796,0.318
905,Batman-2016/Issue-21,A gary stu character could hardly be the cultural icon Batman is...,disqus_rtgXlikKh3,2,1,0,-0.096,0.321,0.0,0.0,1.0,0.0
906,Batman-2016/Issue-21,Also in Justice league despite the league saving the day he got pretty roughed up...,disqus_rtgXlikKh3,0,0,0,0.25,1.0,0.337,0.0,0.663,0.765
907,Batman-2016/Issue-21,"Daaang, Thawne comes back for this one moment only to get killed again. I'm looking forward to this crossover, this is gonna be awesome",disqus_XRo3NaL4ZB,9,1,0,0.2,0.5,0.134,0.147,0.719,-0.103
908,Batman-2016/Issue-21,yep,tevyasmolka,1,0,0,0.0,0.0,1.0,0.0,0.0,0.296
909,Batman-2016/Issue-21,"Lasts 20 years in Barry's world, dies within 5 minutes of meeting Batman.",garfield224,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
910,Batman-2016/Issue-21,"This issue was superb in every way, the plot structure, the art...This is the type of comic that can launch a writer into stardom...",disqus_rtgXlikKh3,4,0,0,0.625,0.75,0.157,0.0,0.843,0.625
911,Batman-2016/Issue-21,"Seriously, what a great issue.  It was a beautiful homage to Watchmen in a modern style.",chaosaxess,1,0,0,0.379,0.679,0.406,0.086,0.508,0.807
912,Batman-2016/Issue-21,"""barry how can you have super speed and still be late"" if you watch Flash on Arrow cw TV you know where that line is from. but oh man Eobard saw 'God' and died. that's ironic. But kind of epic in a way.  I love the start of this. It's simple but interesting. What's next!?!",superherogirl95,4,0,0,0.215,0.547,0.185,0.099,0.716,0.774
913,Batman-2016/Issue-21,"In an interview, the author hinted at the return of a pre flashpoint speedster who's famous for wearing a tin hat.",rubbercrystal,0,0,0,0.5,1.0,0.0,0.0,1.0,0.0
914,Batman-2016/Issue-21,tin hat you say hmm. i wonder who that could be! i look forward to it,superherogirl95,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
915,Batman-2016/Issue-21,Eobard saw Manhattan.... and he paid the price for it. That's pretty horrifying.,disqus_fr7HBuIVnj,3,0,0,-0.325,1.0,0.179,0.207,0.615,-0.128
916,Batman-2016/Issue-21,Wow. Just wow.  Batman really held his own against one of my favorite villains what a great fight.  Fantastic start to the button story.  Dam it Berry you are always late!,disqus_IXFawpGLcU,2,0,0,0.291,0.806,0.383,0.144,0.473,0.912
917,Batman-2016/Issue-21,"Well, he barely held his own only because Rev-Flash wanted to have some fun with him, he could have ended it way sooner...",disqus_rtgXlikKh3,6,0,0,0.237,0.575,0.205,0.0,0.795,0.66
918,Batman-2016/Issue-21,"True he could have but Reverse Flash would never finish off quick, he always has to teach a lesson or prove hes better.  Batman probably knew that sense he and Flash have compared villains before and just had to be smart and stall.  Typical Batman.",disqus_IXFawpGLcU,3,0,0,0.246,0.559,0.164,0.147,0.689,-0.0
919,Batman-2016/Issue-21,"Oh man, finally seeing that thing that's been bugging me about the intangibility thing. Nice.",renaisty,2,0,0,0.3,1.0,0.167,0.0,0.833,0.421
920,Batman-2016/Issue-21,Dammit!! Barry,monaiputthipong,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0
921,Batman-2016/Issue-21,Timing really is everything...,westvirginiarebel,2,0,0,0.2,0.2,0.0,0.0,1.0,0.0
922,Batman-2016/Issue-21,"That make's more questions. Why killed Reverse? Is not supposed to he reborn by Manhattan? Why don't kill Barry and the rest of meta humans if he could do something like that so easily?I thing that maybe, just maybe, Manhattan isn't the bad guy of Rebirth but an ally, and someone or something more powerful is behind all of this and apparently is coming from some point in the future (Titans, GL and JL told about something like a chaos in the future).I only can thing in Empty Hand and the multiverse he killed, maybe Watchmen universe was there...",rubensantoyo,2,0,0,-0.023,0.486,0.177,0.133,0.69,0.549
923,Batman-2016/Issue-22,Right in the feels this crossover is just the best.,disqus_SPbDhCvmdL,111,0,0,0.643,0.418,0.318,0.0,0.682,0.637
924,Batman-2016/Issue-22,"I know right? This is how you do a crossover, I can't wait for next week, the cover alone makes me giggle in the unmanliest way.",disqus_HgJfTzbznJ,23,2,0,0.143,0.268,0.109,0.078,0.814,0.202
925,Batman-2016/Issue-22,Flash #22 has been delayed and won't come out until May 17.,disqus_IM4tcCb7cb,1,0,0,0.0,0.0,0.0,0.147,0.853,-0.226
926,Batman-2016/Issue-22,A million times better than 'secret empire!,disqus_NazMw7rKG6,15,2,0,0.0,0.6,0.39,0.0,0.61,0.493
927,Batman-2016/Issue-22,"It's not really aq fair comparison, the real comparison will be with Dark Nights: Metal...",disqus_rtgXlikKh3,4,0,0,-0.1,0.533,0.0,0.134,0.866,-0.289
928,Batman-2016/Issue-22,"Thomas Wayne want to stay....(Ã£ÂÂÃ Â²Â¥,_Ã¯Â½Â£Ã Â²Â¥)Ã£ÂÂÃ¥Â½Â¡Ã¢ÂÂ»Ã¢ÂÂÃ¢ÂÂ»*throw keyboard*",disqus_DeAh3xIGPg,59,0,0,0.0,0.0,0.157,0.0,0.843,0.077
929,Batman-2016/Issue-22,*throw my laptop*,kareematta,9,0,0,0.0,0.0,0.0,0.0,1.0,0.0
930,Batman-2016/Issue-22,*throw my soda*,disqus_NazMw7rKG6,3,0,0,0.0,0.0,0.0,0.0,1.0,0.0
931,Batman-2016/Issue-22,*throw's a batarang*,nvidiastryker,6,0,0,0.0,0.0,0.0,0.0,1.0,0.0
932,Batman-2016/Issue-22,Love how Bruce stopped his dad from using a gun.,disqus_4T27cHpmli,50,0,0,0.5,0.6,0.29,0.297,0.414,0.226
933,Batman-2016/Issue-22,"He should be careful, in some people become Nazis for less reasons.",disqus_NazMw7rKG6,1,0,0,-0.133,0.533,0.127,0.0,0.873,0.153
934,Batman-2016/Issue-22,"if it was Marvel, they would keep Thomas Wayne's Batman alive in the main universe and gave him his own series.",johanazhari,54,1,0,0.289,0.578,0.221,0.0,0.779,0.66
935,Batman-2016/Issue-22,"Marvel would kill bruce wayne make thomas wayne young somehow and then make him the main batman for like 6 months, then theyd have a big event to bring bruce wayne back but not as batman but just bruce wayne and have him run wayne enterprises from then on.",kellinveilson,67,0,0,0.067,0.208,0.072,0.056,0.871,-0.052
936,Batman-2016/Issue-22,You guys are silly. If Marvel REALLY did this then they'd make Thomas suddenly black get him back to the DC proper with Bruce and Barry and decide that he always wanted to be Batwoman. He'd change his name to Kaitlyn Wayne and shack up with Alfred.,disqus_ObJ2skdL3A,56,3,0,-0.093,0.322,0.08,0.0,0.92,0.44
937,Batman-2016/Issue-22,Old-Man Batman,disqus_DeAh3xIGPg,25,0,0,0.0,0.0,0.0,0.0,1.0,0.0
938,Batman-2016/Issue-22,"I wonder if they're going to the Watchmen universe or go back in time? Flash said the Flashpoint is an alternate history, not an alternate universe. Would that mean they'll be visiting another alternate history then? Pre-New 52 History maybe?I gotta say...Those final moments with Thomas and Bruce will definitely impact what might happen in the next Batman issues. Made me shed a tear too TT_TT",yvkyanna,27,0,0,-0.039,0.273,0.049,0.0,0.951,0.501
939,Batman-2016/Issue-22,Just imagine Barry going back to the time of COIE and seeing himself die it has been hinted in the Flash series that he vaguely remembers the event.,brandontravisrodriguez,1,0,0,-0.25,0.25,0.0,0.126,0.874,-0.599
940,Batman-2016/Issue-22,"in COIE berry died to cancel the anti-monitor's anti-matter canon, that was retconned, now the anti-monitor had the ability consume universes with his bare hands since the beginning, so did berry like ran circles around him? that would be cool",disqus_FxDlSW97h2,0,0,0,0.2,0.375,0.154,0.117,0.73,0.194
941,Batman-2016/Issue-22,"a Father's Will, man...a Father's Will...Don't be a Batman...",sandywmahendra,19,0,0,0.0,0.0,0.0,0.0,1.0,0.0
942,Batman-2016/Issue-22,he will pass the cowl to dickand marry selina,kareematta,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
943,Batman-2016/Issue-22,"well, Dick once says that he didn't want to be the Batman..CMIIW",sandywmahendra,0,0,0,0.0,0.0,0.134,0.289,0.576,-0.345
944,Batman-2016/Issue-22,Be a man-bat,kellinveilson,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
945,Batman-2016/Issue-22,an abomination ? i dont think so...,sandywmahendra,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
946,Batman-2016/Issue-22,BEST BATMAN TEAM-UP EVER!!!!!!,Superboy8338,14,0,0,1.0,0.3,0.641,0.0,0.359,0.748
947,Batman-2016/Issue-22,YEAH!!!!! ^_^,robertfyle,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
948,Batman-2016/Issue-22,"Grandson? More like GrandsonS Bruce. Have you forgotten Dick, Jason and Tim?",captshamaladingdong,22,2,0,0.5,0.5,0.161,0.32,0.519,-0.415
949,Batman-2016/Issue-22,They are not Waynes :),DarthNandious,11,2,0,0.5,1.0,0.0,0.383,0.617,-0.357
950,Batman-2016/Issue-22,THey were adopted... aren't they technically Waynes ?,klunst,4,1,0,0.0,0.1,0.0,0.0,1.0,0.0
951,Batman-2016/Issue-22,"I think is more because Bruce was afected by Manhattan. Think about it, he lost 10 years of Dick, Jason and Tim and had Damien for more longer than originally. I believe in the moment his memories return, it will be like always was. That is probably why they are insisting on this only son thing for so long in his Rebirth. So that when his memories return we will have a moment like that of Barry and Wally. Honestly if that is the case, i am completelly fine with it.",disqus_oVP31CVmL5,4,0,0,0.335,0.65,0.102,0.058,0.84,0.494
952,Batman-2016/Issue-22,"wait, wait, WAAAAAAIIIIIIIIIIIIT. So how long DID Bruce have each of his sons as Robins in New Earth and New 52? And come to think of it, does this mean that Infinite Crisis never happened? Because if that's the case, then Jason Todd should still be dead.",darthknightwingphoenix,0,0,0,-0.058,0.479,0.0,0.163,0.837,-0.868
953,Batman-2016/Issue-22,DC be like Batman and Flash are the biggest DC characters now... So why don't we deliver a kickass comics with them,disqus_h6qVgWUzzg,10,0,0,0.0,0.0,0.111,0.0,0.889,0.361
954,Batman-2016/Issue-22,"I honestly beieve that while they might be the biggest as of now, Wally will end up making the biggest impact in this arc because of his deeper connection to it all.",disqus_fMH0zEfM7J,1,0,0,0.6,0.9,0.091,0.0,0.909,0.459
955,Batman-2016/Issue-22,"Well, time to save Thawne from his stupidity...",wowlock,8,0,0,-0.6,1.0,0.469,0.0,0.531,0.649
956,Batman-2016/Issue-22,"is ignoring adopted children a thing in comics now ???cause, let's quote lego batman, IT'S WEIRD IF THEY AREN'T HIS KIDS!!!!!!!!!!!!",iannithmask,7,0,0,-1.0,1.0,0.0,0.275,0.725,-0.781
957,Batman-2016/Issue-22,Hey........so what happened to Bruce's injuries?Oh wait....I forgot he's Batman. Great issue though,niladri_shekhar_das,7,0,0,0.8,0.75,0.255,0.0,0.745,0.625
958,Batman-2016/Issue-22,C'mon man everyone knows travelling through time basics 101 teaches you that any immersion in the time stream cures all wounds broken bones and bruising.  Didn't you go to school or nuthin?,disqus_ObJ2skdL3A,3,0,0,-0.4,0.4,0.0,0.091,0.909,-0.477
959,Batman-2016/Issue-22,"oh. I guess that's how Barry recovered from all the injuries he received in that battle between the Amazons and Atlanteans when he stopped himself from saving his mom. That is, IF you're being serious.",darthknightwingphoenix,0,0,0,-0.333,0.667,0.0,0.187,0.813,-0.599
960,Batman-2016/Issue-22,By the looks of it what was keeping the time stream together kept him alive.,dvanw6,2,0,0,0.1,0.4,0.157,0.0,0.843,0.382
961,Batman-2016/Issue-22,The cosmic treadmill took me to feels city... Btw Bruce don't listen to your batdad.. the world needs Batman,ogar24dbz,5,0,0,0.0,0.0,0.0,0.0,1.0,0.0
962,Batman-2016/Issue-22,it doesn't have to be bruce wayne the mantel of the batman can be passed to someone else,kareematta,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
963,Batman-2016/Issue-22,"Very true, but we just got Bruce back and I don't want him to just quit...",ogar24dbz,2,0,0,0.227,0.423,0.125,0.081,0.794,0.181
964,Batman-2016/Issue-22,For a moment I felt the feeling of having 2 Batmans in the same continuity. I bet we will see Thomas again. Locked up with Tim Drake and the others.,Tulllock,5,0,0,0.0,0.125,0.057,0.0,0.943,0.128
965,Batman-2016/Issue-22,I request a lock up with Damian then.,FairyWater,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
966,Batman-2016/Issue-22,poor Thomas wayne ;(,tevyasmolka,5,0,0,-0.4,0.6,0.0,0.508,0.492,-0.477
967,Batman-2016/Issue-22,He was dead the minute the alley happened.  Its just taken this long for the corpse to hit the ground.,disqus_NazMw7rKG6,11,0,0,-0.125,0.4,0.0,0.308,0.692,-0.84
968,Batman-2016/Issue-22,wow that's a cold heart statement when you put that way,tevyasmolka,5,0,0,-0.25,1.0,0.297,0.0,0.703,0.586
969,Batman-2016/Issue-22,I believe he is alive and Dr. Manhattan will play with Batman more and then some mistake happens that will bring him in Earth Prime forever Ã°ÂÂÂ,disqus_KHJzDxVcOs,2,0,0,0.3,0.45,0.164,0.079,0.757,0.382
970,Batman-2016/Issue-22,3 things are certain in Batman 1) Batman is driven by his parent's virtues and this is fortified by their death.2) The Joker's origins will never be fully revealed.3) Batman will never gain permanent superpowers.Removing these factors will ruin the franchise.,deamonspawn,2,0,0,0.214,0.571,0.098,0.139,0.763,-0.455
971,Batman-2016/Issue-22,"Thomas stayed because he did all this for bruce. He became batman, he killed and shot criminals. He became the very thing bruce is against. He wanted vengeance but seeing his son, Alive and grown up just like barry said he was. Gave Thomas the rest he finally deserved. He saw his son, He found out he had a grandson and he died happily",fernando_aguerre,5,0,0,0.18,0.54,0.147,0.127,0.726,0.372
972,Batman-2016/Issue-22,"""why do we fall, Bruce? So we can learn to pick ourselves up.""",johanazhari,5,0,0,0.0,0.0,0.0,0.0,1.0,0.0
973,Batman-2016/Issue-23,That was an emotionally rich story. Well done. Looking forward to more.,Hamblerger,80,0,0,0.438,0.625,0.363,0.0,0.637,0.691
974,Batman-2016/Issue-23,Gordon's reaction was priceless and seeing Alfred clean up after Swamp Thing was amusing. Best parts of this issue.,theheroesofhope,73,0,0,0.742,0.75,0.373,0.0,0.627,0.859
975,Batman-2016/Issue-23,"Agree+ ""Why do you need a car? -I don't know.Why do you need a body?"" :D",DarthNandious,22,0,0,1.0,1.0,0.253,0.0,0.747,0.659
976,Batman-2016/Issue-23,Yeah those are funny parts too.,theheroesofhope,3,0,0,0.25,1.0,0.56,0.0,0.44,0.625
977,Batman-2016/Issue-23,agree... plus the dog reaction...,bsatriojati,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0
978,Batman-2016/Issue-23,Ah yes I forgot about that one.,theheroesofhope,0,0,0,0.0,0.0,0.351,0.0,0.649,0.402
979,Batman-2016/Issue-23,.....did not know I needed that.,jelyde1,51,0,0,0.0,0.0,0.0,0.0,1.0,0.0
980,Batman-2016/Issue-23,no one knew,kareematta,5,0,0,0.0,0.0,0.0,0.524,0.476,-0.296
981,Batman-2016/Issue-23,Couldn't have said it any better.,disqus_rP5XtYfsWW,0,0,0,0.5,0.5,0.367,0.0,0.633,0.44
982,Batman-2016/Issue-23,loved how they made Swamp things father look just like Alan Moore. Nice touch.,disqus_jkIxu9QoWv,26,0,0,0.65,0.9,0.455,0.0,0.545,0.848
983,Batman-2016/Issue-23,THANK YOU! Scrolled way too far for this.,disqus_rP5XtYfsWW,2,0,0,0.1,1.0,0.335,0.0,0.665,0.546
984,Batman-2016/Issue-23,Alfred is the besthow he can be this awesome,kareematta,25,0,0,1.0,1.0,0.379,0.0,0.621,0.707
985,Batman-2016/Issue-23,"Bruce found himself a friend and lost him, someone who actually managed to make him smile on the job.",eleanoraniichama,24,0,0,0.15,0.1,0.248,0.1,0.652,0.527
986,Batman-2016/Issue-23,"Man, sucks that Swamp Thing used him",lakero45,9,0,0,-0.3,0.3,0.0,0.294,0.706,-0.361
987,Batman-2016/Issue-23,"Cheer up, Bruce. Clark is still around.",syedaizat,2,0,0,0.0,0.0,0.355,0.0,0.645,0.511
988,Batman-2016/Issue-23,And Barry- Barry gets all his detective thinking (And actually likes Batman for understanding him),eleanoraniichama,13,1,0,0.0,0.1,0.167,0.0,0.833,0.421
989,Batman-2016/Issue-23,,Guest,23,0,0,0.0,0.0,0.0,0.0,1.0,0.0
990,Batman-2016/Issue-23,Kite Man! Hell Yeah!,aadityaphadnis,24,0,0,0.0,0.0,0.234,0.552,0.213,-0.61
991,Batman-2016/Issue-23,Poor dude. He just wants to fly around in a kite. He didn't deserve that.,naosou,5,0,0,0.2,0.533,0.0,0.193,0.807,-0.477
